역코드,역명,승강기명,운행구간,설치위치,운행상태,승강기 구분
2814,몽촌토성,승강기)에스컬레이터 8,1F-BM1,5번 출입구,사용가능,ES
2815,잠실(8),승강기)에스컬레이터 1,B1-BM1,내부,사용가능,ES
2815,잠실(8),승강기)에스컬레이터 10,B1-F1,10번출구_건물,사용가능,ES
2815,잠실(8),승강기)에스컬레이터 11,F1-B1,10번출구_건물,사용가능,ES
2815,잠실(8),승강기)에스컬레이터 12,B2-B1,내부_건물측,사용가능,ES
2815,잠실(8),승강기)에스컬레이터 13,B1-B2,내부_건물측,사용가능,ES
2815,잠실(8),승강기)에스컬레이터 14,F1-B1,내부_건물측,사용가능,ES
2815,잠실(8),승강기)에스컬레이터 15,B1-F1,내부_건물측,사용가능,ES
2815,잠실(8),승강기)에스컬레이터 2,B2-B1,내부,사용가능,ES
2815,잠실(8),승강기)에스컬레이터 3,B1-B2,내부,사용가능,ES
2815,잠실(8),승강기)에스컬레이터 4,B2-B1,내부,사용가능,ES
2815,잠실(8),승강기)에스컬레이터 5,B1-B2,내부,사용가능,ES
2815,잠실(8),승강기)에스컬레이터 6,B1-F1,내부_건물측,사용가능,ES
2815,잠실(8),승강기)에스컬레이터 7,F1-B1,내부_건물측,사용가능,ES
2815,잠실(8),승강기)에스컬레이터 8,F1-B1,10번출구_건물,사용가능,ES
2815,잠실(8),승강기)에스컬레이터 9,B1-F1,10번출구_건물,사용가능,ES
2817,송파,승강기)에스컬레이터 1,B1-F1,3번 출구측,사용가능,ES
2817,송파,승강기)에스컬레이터 2,F1- B1,3번 출구측,사용가능,ES
2817,송파,승강기)에스컬레이터 3,B1-F1,4번 출구측,사용가능,ES
2817,송파,승강기)에스컬레이터 4,F1- B1,4번 출구측,사용가능,ES
2818,가락시장(8),승강기)에스컬레이터 1,B3-B2,내부,사용가능,ES
2818,가락시장(8),승강기)에스컬레이터 10,F1-B1,5번 출구측,사용가능,ES
2818,가락시장(8),승강기)에스컬레이터 11,B1-F1,6번 출구측,사용가능,ES
2818,가락시장(8),승강기)에스컬레이터 12,F1-B1,6번 출구측,사용가능,ES
2818,가락시장(8),승강기)에스컬레이터 2,B2-B3,내부,보수중,ES
2818,가락시장(8),승강기)에스컬레이터 3,B3-B2,내부,사용가능,ES
2818,가락시장(8),승강기)에스컬레이터 4,B2-B3,내부,보수중,ES
2818,가락시장(8),승강기)에스컬레이터 5,B1-F1,1번 출구측,사용가능,ES
2818,가락시장(8),승강기)에스컬레이터 6,F1-B1,1번 출구측,사용가능,ES
2818,가락시장(8),승강기)에스컬레이터 7,B1-F1,2번 출구측,사용가능,ES
2818,가락시장(8),승강기)에스컬레이터 8,F1-B1,2번 출구측,사용가능,ES
2818,가락시장(8),승강기)에스컬레이터 9,B1-F1,5번 출구측,사용가능,ES
2819,문정,승강기)에스컬레이터 1,B1-1F,2번 출입구,사용가능,ES
2819,문정,승강기)에스컬레이터 2,1F-B1,2번 출입구,사용가능,ES
2820,장지,승강기)에스컬레이터 1,BM1-B1,내부,사용가능,ES
2820,장지,승강기)에스컬레이터 2,BM1-B1,내부,사용가능,ES
2820,장지,승강기)에스컬레이터 3,B1-BM1,내부,사용가능,ES
2820,장지,승강기)에스컬레이터 4,B1-BM1,내부,사용가능,ES
2820,장지,승강기)에스컬레이터 5,BM1-1F,3번 출구측,사용가능,ES
2820,장지,승강기)에스컬레이터 6,BM1-1F,3번 출구측,사용가능,ES
2821,복정(8),승강기)에스컬레이터 1,B2-B1,내부,사용가능,ES
2821,복정(8),승강기)에스컬레이터 2,1F-BM1,2번 출구측,사용가능,ES
2821,복정(8),승강기)에스컬레이터 3,BM1-1F,2번 출구측,보수중,ES
2822,산성,승강기)에스컬레이터 1,B2-B3,내부,사용가능,ES
2822,산성,승강기)에스컬레이터 10,B2-B1,내부,사용가능,ES
2822,산성,승강기)에스컬레이터 11,B1-B2,내부,사용가능,ES
2822,산성,승강기)에스컬레이터 12,BM1-1F,2번 출구측,사용가능,ES
2822,산성,승강기)에스컬레이터 13,1F-BM1,2번 출구측,사용가능,ES
2822,산성,승강기)에스컬레이터 2,B3-B2,내부,사용가능,ES
2822,산성,승강기)에스컬레이터 3,B2-B3,내부,사용가능,ES
2822,산성,승강기)에스컬레이터 4,B3-B2,내부,보수중,ES
2822,산성,승강기)에스컬레이터 5,B3-B2,내부,보수중,ES
2822,산성,승강기)에스컬레이터 6,B2-B3,내부,사용가능,ES
2822,산성,승강기)에스컬레이터 7,B3-B2,내부,사용가능,ES
2822,산성,승강기)에스컬레이터 8,B2-B3,내부,사용가능,ES
2822,산성,승강기)에스컬레이터 9,B1-B2,내부,사용가능,ES
2823,남한산성입구,승강기)에스컬레이터 1,B1-F1,외부_1번출구,보수중,ES
2823,남한산성입구,승강기)에스컬레이터 2,F1-B1,외부_1번출구,사용가능,ES
2823,남한산성입구,승강기)에스컬레이터 3,B1-B2,내부,사용가능,ES
2823,남한산성입구,승강기)에스컬레이터 4,B2-B1,내부,사용가능,ES
2824,단대오거리,승강기)에스컬레이터 1,B1-1F,1번 출구측,사용가능,ES
2824,단대오거리,승강기)에스컬레이터 2,B1-1F,1번 출구측,사용가능,ES
2824,단대오거리,승강기)에스컬레이터 3,B2-B1,내부,사용가능,ES
2824,단대오거리,승강기)에스컬레이터 4,B2-B1,내부,사용가능,ES
2824,단대오거리,승강기)에스컬레이터 5,B1-1F,3번 출구측,사용가능,ES
2824,단대오거리,승강기)에스컬레이터 6,B1-1F,3번 출구측,사용가능,ES
2827,모란(8),승강기)에스컬레이터 1,B1-B2,내부,사용가능,ES
2827,모란(8),승강기)에스컬레이터 2,B2-B1,내부,사용가능,ES
2828,남위례,승강기)에스컬레이터 1,F1-F2,1번 출입구,사용가능,ES
2828,남위례,승강기)에스컬레이터 2,F2-F1,1번 출입구,사용가능,ES
2828,남위례,승강기)에스컬레이터 3,F2-F3,내부,사용가능,ES
2828,남위례,승강기)에스컬레이터 4,F3-F2,내부,사용가능,ES
2828,남위례,승강기)에스컬레이터 5,F3-F2,내부,사용가능,ES
2828,남위례,승강기)에스컬레이터 6,F2-F3,내부,사용가능,ES
2828,남위례,승강기)에스컬레이터 7,F1-F2,5번 출입구,사용가능,ES
