역코드,역명,승강기명,운행구간,설치위치,운행상태,승강기 구분
2621,마포구청,승강기)에스컬레이터 5,B1-F1,3번 출구측,사용가능,ES
2621,마포구청,승강기)에스컬레이터 6,F1-B1,4번 출구측,사용가능,ES
2621,마포구청,승강기)에스컬레이터 7,B1-F1,4번 출구측,사용가능,ES
2621,마포구청,승강기)에스컬레이터 8,F1-BM1,5번 출구측,보수중,ES
2621,마포구청,승강기)에스컬레이터 9,BM1-F1,5번 출구측,사용가능,ES
2622,망원,승강기)에스컬레이터 1,B1-BM1,내부,사용가능,ES
2622,망원,승강기)에스컬레이터 2,B1-BM1,내부,사용가능,ES
2623,합정(6),승강기)에스컬레이터 1,B4-B3,내부,보수중,ES
2623,합정(6),승강기)에스컬레이터 10,B1-F1,5번 출구측,보수중,ES
2623,합정(6),승강기)에스컬레이터 11,B1-F1,건물측관리,사용가능,ES
2623,합정(6),승강기)에스컬레이터 12,F1-B1,건물측관리,사용가능,ES
2623,합정(6),승강기)에스컬레이터 13,F1-B1,건물측관리,사용가능,ES
2623,합정(6),승강기)에스컬레이터 14,B1-F1,건물측관리,사용가능,ES
2623,합정(6),승강기)에스컬레이터 15,F1-B1,8번 출구측,사용가능,ES
2623,합정(6),승강기)에스컬레이터 16,B1-F1,8번 출구측,사용가능,ES
2623,합정(6),승강기)에스컬레이터 17,B1-F1,건물측관리,사용가능,ES
2623,합정(6),승강기)에스컬레이터 18,F1-B1,건물측관리,사용가능,ES
2623,합정(6),승강기)에스컬레이터 2,B3-B4,내부,사용가능,ES
2623,합정(6),승강기)에스컬레이터 3,B4-B3,내부,사용가능,ES
2623,합정(6),승강기)에스컬레이터 4,B2-B3,내부,사용가능,ES
2623,합정(6),승강기)에스컬레이터 5,B3-B2,내부,사용가능,ES
2623,합정(6),승강기)에스컬레이터 6,B2-B3,내부,사용가능,ES
2623,합정(6),승강기)에스컬레이터 7,B3-B2,내부,사용가능,ES
2623,합정(6),승강기)에스컬레이터 8,B3-B1,내부,사용가능,ES
2623,합정(6),승강기)에스컬레이터 9,B1-B3,내부,사용가능,ES
2624,상수,승강기)에스컬레이터 1,B2-B3,내부,사용가능,ES
2624,상수,승강기)에스컬레이터 10,BM1-F1,외부,사용가능,ES
2624,상수,승강기)에스컬레이터 2,B3-B2,내부,사용가능,ES
2624,상수,승강기)에스컬레이터 3,B1-B2,내부,보수중,ES
2624,상수,승강기)에스컬레이터 4,B2-B1,내부,사용가능,ES
2624,상수,승강기)에스컬레이터 5,BM1-B1,내부,사용가능,ES
2624,상수,승강기)에스컬레이터 6,B1-BM1,내부,사용가능,ES
2624,상수,승강기)에스컬레이터 7,BM1-B1,내부,보수중,ES
2624,상수,승강기)에스컬레이터 8,B1-BM1,내부,사용가능,ES
2624,상수,승강기)에스컬레이터 9,F1-BM1,외부,사용가능,ES
2625,광흥창,승강기)에스컬레이터 1,B3-B2,내부,사용가능,ES
2625,광흥창,승강기)에스컬레이터 2,B3-B2,내부,보수중,ES
2625,광흥창,승강기)에스컬레이터 3,B2-B1,내부,사용가능,ES
2625,광흥창,승강기)에스컬레이터 4,B2-B1,내부,사용가능,ES
2625,광흥창,승강기)에스컬레이터 5,BM1-M1,내부,사용가능,ES
2625,광흥창,승강기)에스컬레이터 6,BM1-M1,내부,사용가능,ES
2625,광흥창,승강기)에스컬레이터 7,BM1-M1,내부,보수중,ES
2625,광흥창,승강기)에스컬레이터 8,BM1-F1,외부,사용가능,ES
2625,광흥창,승강기)에스컬레이터 9,F1-BM1,외부,사용가능,ES
2626,대흥,승강기)에스컬레이터 1,B2-B1,내부,사용가능,ES
2626,대흥,승강기)에스컬레이터 2,B1-B2,내부,사용가능,ES
2626,대흥,승강기)에스컬레이터 3,B2-B1,내부,보수중,ES
2626,대흥,승강기)에스컬레이터 4,B2-B1,내부,사용가능,ES
2626,대흥,승강기)에스컬레이터 5,B1-F1,1번 출구측,사용가능,ES
2626,대흥,승강기)에스컬레이터 6,F1-B1,1번 출구측,사용가능,ES
2627,공덕(6),승강기)에스컬레이터 1,F1-B1,내부,사용가능,ES
2627,공덕(6),승강기)에스컬레이터 2,B1-F1,내부,사용가능,ES
2627,공덕(6),승강기)에스컬레이터 3,B3-B2,내부,사용가능,ES
2627,공덕(6),승강기)에스컬레이터 4,B2-B3,내부,사용가능,ES
2627,공덕(6),승강기)에스컬레이터 5,B3-B2,내부,사용가능,ES
2627,공덕(6),승강기)에스컬레이터 6,B2-B3,내부,사용가능,ES
2628,효창공원앞(6),승강기)에스컬레이터 1,B2-B1,내부,사용가능,ES
2628,효창공원앞(6),승강기)에스컬레이터 2,B1-B2,내부,사용가능,ES
2628,효창공원앞(6),승강기)에스컬레이터 3,B1-F1,외부,사용가능,ES
2628,효창공원앞(6),승강기)에스컬레이터 4,F1-B1,외부,사용가능,ES
2628,효창공원앞(6),승강기)에스컬레이터 5,B3-B2,내부,사용가능,ES
2628,효창공원앞(6),승강기)에스컬레이터 6,B2-B3,내부,사용가능,ES
2629,삼각지(6),승강기)에스컬레이터 1,B1-B3,내부,사용가능,ES
2629,삼각지(6),승강기)에스컬레이터 2,B3-B1,내부,보수중,ES
2629,삼각지(6),승강기)에스컬레이터 3,B3-B1,내부,사용가능,ES
2629,삼각지(6),승강기)에스컬레이터 4,B1-B3,내부,사용가능,ES
2630,녹사평,승강기)에스컬레이터 1,B4-B5,내부,사용가능,ES
2630,녹사평,승강기)에스컬레이터 10,F1-B1,2번 출구측,사용가능,ES
2630,녹사평,승강기)에스컬레이터 11,B1-F1,2번 출구측,사용가능,ES
2630,녹사평,승강기)에스컬레이터 12,F1-B1,3번 출구측,사용가능,ES
2630,녹사평,승강기)에스컬레이터 13,,,사용가능,ES
2630,녹사평,승강기)에스컬레이터 13,B1-F1,3번 출구측,사용가능,ES
2630,녹사평,승강기)에스컬레이터 2,B5-B4,내부,사용가능,ES
2630,녹사평,승강기)에스컬레이터 3,B5-B4,내부,사용가능,ES
2630,녹사평,승강기)에스컬레이터 4,B4-B5,내부,사용가능,ES
2630,녹사평,승강기)에스컬레이터 5,B2-B4,내부,사용가능,ES
2630,녹사평,승강기)에스컬레이터 6,B4-B2,내부,보수중,ES
2630,녹사평,승강기)에스컬레이터 7,B4-B2,내부,사용가능,ES
2630,녹사평,승강기)에스컬레이터 8,B1-B2,내부,사용가능,ES
2630,녹사평,승강기)에스컬레이터 9,B2-B1,내부,사용가능,ES
2631,이태원,승강기)에스컬레이터 1,B4-B2,내부,사용가능,ES
2631,이태원,승강기)에스컬레이터 2,B2-B4,내부,보수중,ES
2631,이태원,승강기)에스컬레이터 3,B1-BM1,내부,사용가능,ES
2631,이태원,승강기)에스컬레이터 4,BM1-B1,내부,보수중,ES
2632,한강진,승강기)에스컬레이터 1,B3-B1,내부,사용가능,ES
2632,한강진,승강기)에스컬레이터 2,B1-B3,내부,사용가능,ES
2632,한강진,승강기)에스컬레이터 3,B1-F1,외부,사용가능,ES
2632,한강진,승강기)에스컬레이터 4,F1-B1,외부,사용가능,ES
2633,버티고개,승강기)에스컬레이터 1,B2-B3,내부,사용가능,ES
2633,버티고개,승강기)에스컬레이터 2,B3-B2,내부,사용가능,ES
2633,버티고개,승강기)에스컬레이터 3,B1-F1,외부,사용가능,ES
2633,버티고개,승강기)에스컬레이터 4,F1-B1,외부,사용가능,ES
2634,약수(6),승강기)에스컬레이터 1,B2-B3,내부,사용가능,ES
2634,약수(6),승강기)에스컬레이터 10,BM1-F1,외부,사용가능,ES
2634,약수(6),승강기)에스컬레이터 11,F1-BM1,외부,보수중,ES
2634,약수(6),승강기)에스컬레이터 2,B3-B2,내부,사용가능,ES
2634,약수(6),승강기)에스컬레이터 3,B2-B3,내부,사용가능,ES
2634,약수(6),승강기)에스컬레이터 4,B3-B2,내부,사용가능,ES
2634,약수(6),승강기)에스컬레이터 5,BM1-B1,내부,사용가능,ES
2634,약수(6),승강기)에스컬레이터 6,B1-BM1,내부,사용가능,ES
2634,약수(6),승강기)에스컬레이터 7,B2-B1,내부,사용가능,ES
2634,약수(6),승강기)에스컬레이터 8,B1-B2,내부,사용가능,ES
2634,약수(6),승강기)에스컬레이터 9,B1-BM1,내부,보수중,ES
2635,청구(6),승강기)에스컬레이터 1,B3-B2,내부,사용가능,ES
2635,청구(6),승강기)에스컬레이터 10,F1-BM1,외부,사용가능,ES
2635,청구(6),승강기)에스컬레이터 2,B2-B3,내부,보수중,ES
2635,청구(6),승강기)에스컬레이터 3,B3-B2,내부,보수중,ES
2635,청구(6),승강기)에스컬레이터 4,B2-B3,내부,사용가능,ES
2635,청구(6),승강기)에스컬레이터 5,B1-BM1,내부,사용가능,ES
2635,청구(6),승강기)에스컬레이터 6,BM1-B1,내부,사용가능,ES
2635,청구(6),승강기)에스컬레이터 7,B1-BM1,내부,사용가능,ES
2635,청구(6),승강기)에스컬레이터 8,BM1-B1,내부,보수중,ES
2635,청구(6),승강기)에스컬레이터 9,BM1-F1,외부,사용가능,ES
2636,신당(6),승강기)에스컬레이터 1,B3-B2,내부,사용가능,ES
2636,신당(6),승강기)에스컬레이터 10,B1-B2,내부,사용가능,ES
2636,신당(6),승강기)에스컬레이터 11,B1-B2,내부,사용가능,ES
2636,신당(6),승강기)에스컬레이터 12,B2-B1,내부,사용가능,ES
2636,신당(6),승강기)에스컬레이터 13,B1-B2,내부,사용가능,ES
2636,신당(6),승강기)에스컬레이터 14,B2-B1,내부,보수중,ES
2636,신당(6),승강기)에스컬레이터 15,B1-BM1,건물측관리,사용가능,ES
2636,신당(6),승강기)에스컬레이터 16,BM1-B1,건물측관리,사용가능,ES
2636,신당(6),승강기)에스컬레이터 17,B1-BM1,건물측관리,사용가능,ES
2636,신당(6),승강기)에스컬레이터 18,BM1-B1,건물측관리,사용가능,ES
2636,신당(6),승강기)에스컬레이터 2,B2-B3,내부,사용가능,ES
2636,신당(6),승강기)에스컬레이터 3,B1-B3,내부,사용가능,ES
2636,신당(6),승강기)에스컬레이터 4,B3-B1,내부,사용가능,ES
2636,신당(6),승강기)에스컬레이터 5,B3-B1,내부,사용가능,ES
2636,신당(6),승강기)에스컬레이터 6,B1-B3,내부,보수중,ES
2636,신당(6),승강기)에스컬레이터 7,F1-B1,외부,사용가능,ES
2636,신당(6),승강기)에스컬레이터 8,B1-F1,외부,사용가능,ES
2636,신당(6),승강기)에스컬레이터 9,B2-B1,내부,사용가능,ES
2637,동묘앞(6),승강기)에스컬레이터 1,B2-B3,내부,사용가능,ES
2637,동묘앞(6),승강기)에스컬레이터 10,BM1-F1,1번 출입구,사용가능,ES
2637,동묘앞(6),승강기)에스컬레이터 11,B3-B2,내부,보수중,ES
2637,동묘앞(6),승강기)에스컬레이터 12,B2-B3,내부,보수중,ES
2637,동묘앞(6),승강기)에스컬레이터 2,B3-B2,내부,사용가능,ES
2637,동묘앞(6),승강기)에스컬레이터 3,B2-B3,내부,사용가능,ES
2637,동묘앞(6),승강기)에스컬레이터 4,B3-B2,내부,사용가능,ES
2637,동묘앞(6),승강기)에스컬레이터 5,B1-B2,내부,보수중,ES
2637,동묘앞(6),승강기)에스컬레이터 6,B2-B1,내부,사용가능,ES
2637,동묘앞(6),승강기)에스컬레이터 7,B2-B1,내부,사용가능,ES
2637,동묘앞(6),승강기)에스컬레이터 8,B1-BM1,내부,사용가능,ES
2637,동묘앞(6),승강기)에스컬레이터 9,F1-BM1,1번 출입구,사용가능,ES
2638,창신,승강기)에스컬레이터 1,B3-B1,내부,사용가능,ES
2638,창신,승강기)에스컬레이터 2,B1-B3,내부,사용가능,ES
2638,창신,승강기)에스컬레이터 3,B1-BM1,내부,사용가능,ES
2639,보문(6),승강기)에스컬레이터 1,B2-B1,내부,사용가능,ES
2639,보문(6),승강기)에스컬레이터 2,B1-B2,내부,사용가능,ES
2640,안암,승강기)에스컬레이터 1,B1-BM1,내부,사용가능,ES
2640,안암,승강기)에스컬레이터 2,BM1-B1,내부,사용가능,ES
2640,안암,승강기)에스컬레이터 3,B1-BM1,내부,사용가능,ES
2640,안암,승강기)에스컬레이터 4,BM1-B1,내부,사용가능,ES
2640,안암,승강기)에스컬레이터 5,B2-B1,내부,사용가능,ES
2640,안암,승강기)에스컬레이터 6,B1-B2,내부,사용가능,ES
2641,고려대,승강기)에스컬레이터 1,B1-B2,내부,보수중,ES
2641,고려대,승강기)에스컬레이터 10,B3-B4,내부,사용가능,ES
2641,고려대,승강기)에스컬레이터 11,B4-B3,내부,보수중,ES
2641,고려대,승강기)에스컬레이터 12,B3-B4,내부,사용가능,ES
2641,고려대,승강기)에스컬레이터 2,B2-B1,내부,보수중,ES
2641,고려대,승강기)에스컬레이터 3,B1-BM1,내부,사용가능,ES
2641,고려대,승강기)에스컬레이터 4,BM1-B1,내부,사용가능,ES
2641,고려대,승강기)에스컬레이터 5,B1-F1,외부,사용가능,ES
2641,고려대,승강기)에스컬레이터 6,F1-B1,외부,사용가능,ES
2641,고려대,승강기)에스컬레이터 7,B1-F1,외부,사용가능,ES
2641,고려대,승강기)에스컬레이터 8,F1-B1,외부,사용가능,ES
2641,고려대,승강기)에스컬레이터 9,B4-B3,내부,사용가능,ES
2642,월곡,승강기)에스컬레이터 1,B1-BM1,내부,사용가능,ES
2642,월곡,승강기)에스컬레이터 10,B2-B3,내부,사용가능,ES
2642,월곡,승강기)에스컬레이터 11,BM1-F1,외부,사용가능,ES
2642,월곡,승강기)에스컬레이터 12,F1-BM1,외부,사용가능,ES
2642,월곡,승강기)에스컬레이터 2,BM1-B1,내부,사용가능,ES
2642,월곡,승강기)에스컬레이터 3,F1-BM1,외부,사용가능,ES
2642,월곡,승강기)에스컬레이터 4,BM1-F1,외부,사용가능,ES
2642,월곡,승강기)에스컬레이터 5,F1-BM1,외부,사용가능,ES
2642,월곡,승강기)에스컬레이터 6,BM1-F1,외부,사용가능,ES
2642,월곡,승강기)에스컬레이터 7,B3-B2,내부,사용가능,ES
2642,월곡,승강기)에스컬레이터 8,B2-B3,내부,사용가능,ES
2642,월곡,승강기)에스컬레이터 9,B3-B2,내부,사용가능,ES
2643,상월곡,승강기)에스컬레이터 1,B2-B1,내부,사용가능,ES
2643,상월곡,승강기)에스컬레이터 2,B1-B2,내부,사용가능,ES
2643,상월곡,승강기)에스컬레이터 3,B2-B1,내부,사용가능,ES
2643,상월곡,승강기)에스컬레이터 4,B2-B1,내부,사용가능,ES
2643,상월곡,승강기)에스컬레이터 5,M1-F1,외부,사용가능,ES
2643,상월곡,승강기)에스컬레이터 6,F1-M1,외부,사용가능,ES
2644,돌곶이,승강기)에스컬레이터 1,B1-BM1,내부,사용가능,ES
2644,돌곶이,승강기)에스컬레이터 2,B1-F1,외부,사용가능,ES
2644,돌곶이,승강기)에스컬레이터 3,F1-B1,외부,보수중,ES
2644,돌곶이,승강기)에스컬레이터 4,B1-BM1,내부,사용가능,ES
2645,석계(6),승강기)에스컬레이터 1,B3-B2,내부,사용가능,ES
2645,석계(6),승강기)에스컬레이터 10,B2-B1,내부,사용가능,ES
2645,석계(6),승강기)에스컬레이터 11,F2-B1,내부,보수중,ES
2645,석계(6),승강기)에스컬레이터 12,B1-F2,내부,사용가능,ES
2645,석계(6),승강기)에스컬레이터 13,F1-B1,외부,사용가능,ES
2645,석계(6),승강기)에스컬레이터 14,B1-F1,외부,사용가능,ES
2645,석계(6),승강기)에스컬레이터 2,B3-B2,내부,사용가능,ES
2645,석계(6),승강기)에스컬레이터 3,B3-B2,내부,사용가능,ES
2645,석계(6),승강기)에스컬레이터 4,B3-B2,내부,사용가능,ES
2645,석계(6),승강기)에스컬레이터 5,B2-B1,내부,사용가능,ES
2645,석계(6),승강기)에스컬레이터 6,B1-BM1,내부,사용가능,ES
2645,석계(6),승강기)에스컬레이터 7,F1-B1,외부,사용가능,ES
2645,석계(6),승강기)에스컬레이터 8,B1-F1,외부,사용가능,ES
2645,석계(6),승강기)에스컬레이터 9,B1-B2,내부,사용가능,ES
2646,태릉입구(6),승강기)에스컬레이터 1,B3-B4,내부,사용가능,ES
2646,태릉입구(6),승강기)에스컬레이터 10,F1-B1,외부,사용가능,ES
2646,태릉입구(6),승강기)에스컬레이터 11,B1-F1,외부,사용가능,ES
2646,태릉입구(6),승강기)에스컬레이터 12,B1-BM1,내부,사용가능,ES
2646,태릉입구(6),승강기)에스컬레이터 13,BM1-B1,내부,사용가능,ES
2646,태릉입구(6),승강기)에스컬레이터 14,BM1-F1,외부,보수중,ES
2646,태릉입구(6),승강기)에스컬레이터 15,F1-BM1,외부,사용가능,ES
2646,태릉입구(6),승강기)에스컬레이터 2,B4-B3,내부,사용가능,ES
2646,태릉입구(6),승강기)에스컬레이터 3,B3-B4,내부,사용가능,ES
2646,태릉입구(6),승강기)에스컬레이터 4,B4-B3,내부,사용가능,ES
2646,태릉입구(6),승강기)에스컬레이터 5,B3-B2,내부,사용가능,ES
2646,태릉입구(6),승강기)에스컬레이터 6,B2-B3,내부,사용가능,ES
2646,태릉입구(6),승강기)에스컬레이터 7,B3-B2,내부,사용가능,ES
2646,태릉입구(6),승강기)에스컬레이터 8,B2-B3,내부,보수중,ES
2646,태릉입구(6),승강기)에스컬레이터 9,B1-BM1,내부,사용가능,ES
2647,화랑대,승강기)에스컬레이터 1,F1-B1,외부,사용가능,ES
2647,화랑대,승강기)에스컬레이터 2,B1-F1,외부,보수중,ES
2647,화랑대,승강기)에스컬레이터 3,F1-B1,외부,사용가능,ES
2647,화랑대,승강기)에스컬레이터 4,B1-F1,외부,사용가능,ES
2648,봉화산,승강기)에스컬레이터 1,B1-B2,내부,사용가능,ES
2648,봉화산,승강기)에스컬레이터 2,B2-B1,내부,사용가능,ES
2648,봉화산,승강기)에스컬레이터 3,B1-F1,외부,사용가능,ES
2648,봉화산,승강기)에스컬레이터 4,F1-B1,외부,사용가능,ES
2649,신내(6),승강기)에스컬레이터 1,F1-F2,내부,보수중,ES
2649,신내(6),승강기)에스컬레이터 2,F2-F1,내부,사용가능,ES
2713,수락산,승강기)에스컬레이터 1,1F-B2,3번 출입구,사용가능,ES
2713,수락산,승강기)에스컬레이터 2,B2-1F,3번 출입구,사용가능,ES
2713,수락산,승강기)에스컬레이터 3,B1-1F,1번 출입구,사용가능,ES
2713,수락산,승강기)에스컬레이터 4,B1-1F,6번 출입구,사용가능,ES
2713,수락산,승강기)에스컬레이터 5,B1-1F,4번 출입구,사용가능,ES
2713,수락산,승강기)에스컬레이터 6,1F-B1,4번 출입구,사용가능,ES
2714,마들,승강기)에스컬레이터 1,B1-B2,내부,보수중,ES
2714,마들,승강기)에스컬레이터 2,B1-B2,내부,사용가능,ES
2714,마들,승강기)에스컬레이터 3,F1-B1,3번 출구측,사용가능,ES
2714,마들,승강기)에스컬레이터 4,F1-B1,3번 출구측,사용가능,ES
2714,마들,승강기)에스컬레이터 5,F1-B1,6번 출구측,사용가능,ES
2714,마들,승강기)에스컬레이터 6,F1-B1,6번 출구측,사용가능,ES
2714,마들,승강기)에스컬레이터 7,B1-B2,내부,사용가능,ES
2714,마들,승강기)에스컬레이터 8,B1-B2,내부,사용가능,ES
2715,노원(7),승강기)에스컬레이터 1,B3-B1,내부,사용가능,ES
2715,노원(7),승강기)에스컬레이터 10,B1-F1,3번 출구측,보수중,ES
2715,노원(7),승강기)에스컬레이터 11,F1-B1,3번 출구측,사용가능,ES
2715,노원(7),승강기)에스컬레이터 12,F1-B1,6번 출구측,사용가능,ES
2715,노원(7),승강기)에스컬레이터 13,B1-F1,6번 출구측,사용가능,ES
2715,노원(7),승강기)에스컬레이터 14,BM1-F1,8번 출구측,보수중,ES
2715,노원(7),승강기)에스컬레이터 15,F1-BM1,8번 출구측,보수중,ES
2715,노원(7),승강기)에스컬레이터 2,B1-B3,내부,사용가능,ES
2715,노원(7),승강기)에스컬레이터 3,B3-B1,내부,사용가능,ES
2715,노원(7),승강기)에스컬레이터 4,BM1-B1,내부,사용가능,ES
2715,노원(7),승강기)에스컬레이터 5,B1-BM1,내부,사용가능,ES
2715,노원(7),승강기)에스컬레이터 6,1F-BM1,내부,사용가능,ES
2715,노원(7),승강기)에스컬레이터 7,BM1-1F,내부,사용가능,ES
2715,노원(7),승강기)에스컬레이터 8,1F-BM1,내부,사용가능,ES
2715,노원(7),승강기)에스컬레이터 9,BM1-1F,내부,사용가능,ES
2716,중계,승강기)에스컬레이터 1,BM1-1F,1번 출입구,사용가능,ES
2716,중계,승강기)에스컬레이터 2,1F-BM1,1번 출입구,사용가능,ES
2716,중계,승강기)에스컬레이터 3,BM1-1F,3번 출입구,사용가능,ES
2716,중계,승강기)에스컬레이터 4,1F-BM1,3번 출입구,사용가능,ES
2716,중계,승강기)에스컬레이터 5,B2-B3,내부,사용가능,ES
2716,중계,승강기)에스컬레이터 6,B3-B2,내부,사용가능,ES
2716,중계,승강기)에스컬레이터 7,1F-B1,4번 출입구,사용가능,ES
2716,중계,승강기)에스컬레이터 8,B1-1F,4번 출입구,사용가능,ES
2717,하계,승강기)에스컬레이터 1,BM1-1F,2번 출입구,사용가능,ES
2717,하계,승강기)에스컬레이터 2,1F-BM1,2번 출입구,사용가능,ES
2717,하계,승강기)에스컬레이터 3,1F-BM1,4번 출입구,사용가능,ES
2717,하계,승강기)에스컬레이터 4,BM1-1F,4번 출입구,사용가능,ES
2717,하계,승강기)에스컬레이터 5,B1-1F,3번 출입구,사용가능,ES
2717,하계,승강기)에스컬레이터 6,1F-B1,3번 출입구,보수중,ES
2718,공릉,승강기)에스컬레이터 1,B4-B2,내부,사용가능,ES
2718,공릉,승강기)에스컬레이터 2,B2-B4,내부,사용가능,ES
2718,공릉,승강기)에스컬레이터 3,B3-B1,내부,사용가능,ES
2718,공릉,승강기)에스컬레이터 4,B1-B3,내부,사용가능,ES
2718,공릉,승강기)에스컬레이터 5,1F-B1,4번 출입구,사용가능,ES
2718,공릉,승강기)에스컬레이터 6,B1-1F,4번 출입구,사용가능,ES
2719,태릉입구(7),승강기)에스컬레이터 1,B1-B3,내부,보수중,ES
2719,태릉입구(7),승강기)에스컬레이터 2,B3-B1,내부,사용가능,ES
2719,태릉입구(7),승강기)에스컬레이터 3,B1-B3,내부,사용가능,ES
2719,태릉입구(7),승강기)에스컬레이터 4,B3-B1,내부,사용가능,ES
2719,태릉입구(7),승강기)에스컬레이터 5,B1-B3,내부,사용가능,ES
2719,태릉입구(7),승강기)에스컬레이터 6,B3-B1,내부,사용가능,ES
2719,태릉입구(7),승강기)에스컬레이터 7,F1-B1,4번 출구측,사용가능,ES
2719,태릉입구(7),승강기)에스컬레이터 8,B1-F1,4번 출구측,사용가능,ES
2720,먹골,승강기)에스컬레이터 1,F1-B1,2번 출구측,보수중,ES
2720,먹골,승강기)에스컬레이터 2,B1-1F,2번 출구측,사용가능,ES
2720,먹골,승강기)에스컬레이터 3,B1-1F,7번 출구측,사용가능,ES
2720,먹골,승강기)에스컬레이터 4,F1-B1,7번 출구측,사용가능,ES
2720,먹골,승강기)에스컬레이터 5,B1-1F,5번 출구측,사용가능,ES
2720,먹골,승강기)에스컬레이터 6,F1-B1,5번 출구측,사용가능,ES
2721,중화,승강기)에스컬레이터 1,B3-B2,내부,사용가능,ES
2721,중화,승강기)에스컬레이터 2,B2-B3,내부,사용가능,ES
2721,중화,승강기)에스컬레이터 3,B3-B2,내부,사용가능,ES
2721,중화,승강기)에스컬레이터 4,B2-B3,내부,사용가능,ES
2721,중화,승강기)에스컬레이터 5,1F-B1,3번 출입구,사용가능,ES
2721,중화,승강기)에스컬레이터 6,B1-1F,3번 출입구,사용가능,ES
2722,상봉(7),승강기)에스컬레이터 1,1F-B1,1번 출입구,사용가능,ES
2722,상봉(7),승강기)에스컬레이터 2,B1-1F,1번 출입구,보수중,ES
2722,상봉(7),승강기)에스컬레이터 3,1F-B1,2번 출입구,사용가능,ES
2722,상봉(7),승강기)에스컬레이터 4,B1-1F,2번 출입구,사용가능,ES
2722,상봉(7),승강기)에스컬레이터 5,1F-B1,3번 출입구,사용가능,ES
2722,상봉(7),승강기)에스컬레이터 6,B1-1F,3번 출입구,사용가능,ES
2723,면목,승강기)에스컬레이터 1,B1-B3,내부,사용가능,ES
2723,면목,승강기)에스컬레이터 2,B3-B1,내부,사용가능,ES
2723,면목,승강기)에스컬레이터 3,B1-1F,3번 출입구,사용가능,ES
2723,면목,승강기)에스컬레이터 4,1F-B1,3번 출입구,사용가능,ES
2723,면목,승강기)에스컬레이터 5,1F-B1,2번 출입구,사용가능,ES
2723,면목,승강기)에스컬레이터 6,B1-1F,2번 출입구,사용가능,ES
2724,사가정,승강기)에스컬레이터 1,B1-B3,내부,사용가능,ES
2724,사가정,승강기)에스컬레이터 10,1F-B1,2번 출입구,사용가능,ES
2724,사가정,승강기)에스컬레이터 2,B3-B1,내부,사용가능,ES
2724,사가정,승강기)에스컬레이터 3,1F-B1,1번 출입구,보수중,ES
2724,사가정,승강기)에스컬레이터 4,B1-1F,1번 출입구,사용가능,ES
2724,사가정,승강기)에스컬레이터 5,1F-B1,3번 출입구,사용가능,ES
2724,사가정,승강기)에스컬레이터 6,B1-1F,3번 출입구,사용가능,ES
2724,사가정,승강기)에스컬레이터 7,1F-B1,4번 출입구,사용가능,ES
2724,사가정,승강기)에스컬레이터 8,B1-1F,4번 출입구,사용가능,ES
2724,사가정,승강기)에스컬레이터 9,B1-1F,2번 출입구,사용가능,ES
2725,용마산,승강기)에스컬레이터 1,B1-B3,내부,사용가능,ES
2725,용마산,승강기)에스컬레이터 2,B3-B1,내부,사용가능,ES
2725,용마산,승강기)에스컬레이터 3,BM1-B1,내부,사용가능,ES
2725,용마산,승강기)에스컬레이터 4,B1-BM1,내부,사용가능,ES
2725,용마산,승강기)에스컬레이터 5,BM1-1F,1번 출입구,사용가능,ES
2725,용마산,승강기)에스컬레이터 6,1F-BM1,1번 출입구,사용가능,ES
2725,용마산,승강기)에스컬레이터 7,B1-F1,3번 출입구,사용가능,ES
2725,용마산,승강기)에스컬레이터 8,F1-B1,3번 출입구,사용가능,ES
2726,중곡,승강기)에스컬레이터 1,B1-F1,3번 출구측,사용가능,ES
2726,중곡,승강기)에스컬레이터 2,F1-B1,3번 출구측,사용가능,ES
2726,중곡,승강기)에스컬레이터 3,B1-F1,2번 출구측,사용가능,ES
2726,중곡,승강기)에스컬레이터 4,F1-B1,2번 출구측,사용가능,ES
2727,군자(7),승강기)에스컬레이터 1,B1-B2,내부,사용가능,ES
2727,군자(7),승강기)에스컬레이터 2,B2-B1,내부,사용가능,ES
2727,군자(7),승강기)에스컬레이터 3,B2-B3,내부,사용가능,ES
2727,군자(7),승강기)에스컬레이터 4,B3-B2,내부,사용가능,ES
2727,군자(7),승강기)에스컬레이터 5,B2-B3,내부,사용가능,ES
2727,군자(7),승강기)에스컬레이터 6,B3-B2,내부,사용가능,ES
2728,어린이대공원,승강기)에스컬레이터 1,B1-F1,외부,사용가능,ES
2728,어린이대공원,승강기)에스컬레이터 2,F1-B1,외부,사용가능,ES
2728,어린이대공원,승강기)에스컬레이터 3,B1-F1,외부,사용가능,ES
2728,어린이대공원,승강기)에스컬레이터 4,F1-B1,외부,보수중,ES
2728,어린이대공원,승강기)에스컬레이터 5,B1-F1,외부,사용가능,ES
2728,어린이대공원,승강기)에스컬레이터 6,F1-B1,외부,사용가능,ES
2729,건대입구(7),승강기)에스컬레이터 1,B3-FM1,내부,사용가능,ES
2729,건대입구(7),승강기)에스컬레이터 10,F1-B1,외부,사용가능,ES
2729,건대입구(7),승강기)에스컬레이터 11,B1-F1,외부,사용가능,ES
2729,건대입구(7),승강기)에스컬레이터 2,FM1-B3,내부,사용가능,ES
2729,건대입구(7),승강기)에스컬레이터 3,FM1-F2,내부,사용가능,ES
2729,건대입구(7),승강기)에스컬레이터 4,F2-FM1,내부,사용가능,ES
